timestamp,predicted,actual,result,failed,status,reference_open,reference_close,target_open,target_close,model_predictions,best_champion_name,best_champion_family,best_champion_version
2026-03-16 15:00:00+00:00,,0.0,,0.0,missing,74109.56,73565.54,73565.54,73274.76,,,,
2026-03-16 16:00:00+00:00,,0.0,,0.0,missing,73565.54,73274.76,73274.75,73760.63,,,,
2026-03-16 17:00:00+00:00,1.0,1.0,1.0,0.0,validated,73274.75,73760.63,73760.63,73943.18,,,,
2026-03-16 18:00:00+00:00,1.0,1.0,1.0,0.0,validated,73760.63,73943.18,73943.17,73913.6,,,,
2026-03-16 19:00:00+00:00,0.0,0.0,1.0,0.0,validated,73943.17,73913.6,73913.6,73963.0,,,,
2026-03-16 20:00:00+00:00,1.0,1.0,1.0,0.0,validated,73913.6,73963.0,73963.0,74236.9,,,,
2026-03-16 21:00:00+00:00,,1.0,,0.0,missing,73963.0,74236.9,74236.9,74401.36,,,,
2026-03-16 22:00:00+00:00,0.0,1.0,0.0,0.0,validated,74236.9,74401.36,74401.35,74772.66,,,,
2026-03-16 23:00:00+00:00,1.0,1.0,1.0,0.0,validated,74401.35,74772.66,74773.56,74884.67,,,,
2026-03-17 00:00:00+00:00,1.0,1.0,1.0,0.0,validated,74773.56,74884.67,74884.67,75318.48,,,,
2026-03-17 01:00:00+00:00,1.0,1.0,1.0,0.0,validated,74884.67,75318.48,75318.48,75623.91,,,,
2026-03-17 02:00:00+00:00,0.0,1.0,0.0,0.0,validated,75318.48,75623.91,75623.91,75198.02,,,,
2026-03-17 03:00:00+00:00,1.0,0.0,0.0,0.0,validated,75623.91,75198.02,75198.02,74463.98,,,,
2026-03-17 04:00:00+00:00,1.0,0.0,0.0,0.0,validated,75198.02,74463.98,74463.98,74252.01,,,,
2026-03-17 05:00:00+00:00,1.0,0.0,0.0,0.0,validated,74463.98,74252.01,74252.0,74036.74,,,,
2026-03-17 06:00:00+00:00,1.0,0.0,0.0,0.0,validated,74252.0,74036.74,74036.74,74085.45,,,,
2026-03-17 07:00:00+00:00,1.0,1.0,1.0,0.0,validated,74036.74,74085.45,74085.46,74249.32,,,,
2026-03-17 08:00:00+00:00,1.0,1.0,1.0,0.0,validated,74085.46,74249.32,74249.32,74188.38,,,,
2026-03-17 09:00:00+00:00,1.0,0.0,0.0,0.0,validated,74249.32,74188.38,74188.38,73937.16,,,,
2026-03-17 10:00:00+00:00,1.0,0.0,0.0,0.0,validated,74188.38,73937.16,73937.16,73729.45,,,,
2026-03-17 11:00:00+00:00,1.0,0.0,0.0,0.0,validated,73937.16,73729.45,73729.45,74033.11,,,,
2026-03-17 12:00:00+00:00,1.0,1.0,1.0,0.0,validated,73729.45,74033.11,74033.1,73739.74,,,,
2026-03-17 13:00:00+00:00,1.0,0.0,0.0,0.0,validated,74033.1,73739.74,73739.74,73615.48,,,,
2026-03-17 14:00:00+00:00,,0.0,,0.0,missing,73739.74,73615.48,73615.49,74381.7,,,,
2026-03-17 15:00:00+00:00,0.0,1.0,0.0,0.0,validated,73615.49,74381.7,74381.69,73914.39,,,,
2026-03-17 16:00:00+00:00,1.0,0.0,0.0,0.0,validated,74381.69,73914.39,73914.4,74155.69,,,,
2026-03-17 17:00:00+00:00,1.0,1.0,1.0,0.0,validated,73914.4,74155.69,74155.68,74523.75,,,,
2026-03-17 18:00:00+00:00,0.0,1.0,0.0,0.0,validated,74155.68,74523.75,74523.76,74683.04,,,,
2026-03-17 19:00:00+00:00,1.0,1.0,1.0,0.0,validated,74523.76,74683.04,74683.04,74512.17,,,,
2026-03-17 20:00:00+00:00,1.0,0.0,0.0,0.0,validated,74683.04,74512.17,74511.21,74506.75,,,,
2026-03-17 21:00:00+00:00,1.0,0.0,0.0,0.0,validated,74511.21,74506.75,74506.75,74685.42,,,,
2026-03-17 22:00:00+00:00,1.0,1.0,1.0,0.0,validated,74506.75,74685.42,74685.42,74307.08,,,,
2026-03-17 23:00:00+00:00,1.0,0.0,0.0,0.0,validated,74685.42,74307.08,74307.08,73909.36,,,,
2026-03-18 00:00:00+00:00,1.0,0.0,0.0,0.0,validated,74307.08,73909.36,73909.37,73867.88,,,,
2026-03-18 01:00:00+00:00,1.0,0.0,0.0,0.0,validated,73909.37,73867.88,73867.88,74072.3,,,,
2026-03-18 02:00:00+00:00,0.0,1.0,0.0,0.0,validated,73867.88,74072.3,74072.3,74338.93,,,,
2026-03-18 03:00:00+00:00,0.0,1.0,0.0,0.0,validated,74072.3,74338.93,74338.93,74446.14,,,,
2026-03-18 04:00:00+00:00,0.0,1.0,0.0,0.0,validated,74338.93,74446.14,74446.14,74210.51,,,,
