timestamp,predicted,actual,result,failed,status,reference_open,reference_close,target_open,target_close,model_predictions,best_champion_name,best_champion_family,best_champion_version,workflow_name,workflow_variant,daily_model_refresh,model_refresh_et_date,prediction_generated_at
2026-03-24 22:00:00+00:00,,1.0,,0,missing,70104.9,70332.17,70298.63,70379.8,,,,,,,,,
2026-03-24 23:00:00+00:00,,1.0,,0,missing,70298.63,70379.8,70315.31,70601.73,,,,,,,,,
2026-03-25 00:00:00+00:00,,1.0,,0,missing,70315.31,70601.73,70585.02,70870.25,,,,,,,,,
2026-03-25 12:00:00+00:00,,1.0,,0,missing,71500.0,71664.48,71711.87,71708.87,,,,,,,,,
2026-03-25 13:00:00+00:00,,0.0,,0,missing,71711.87,71708.87,71761.69,71588.93,,,,,,,,,
2026-03-25 14:00:00+00:00,,0.0,,0,missing,71761.69,71588.93,71572.07,71241.59,,,,,,,,,
2026-03-25 15:00:00+00:00,,0.0,,0,missing,71572.07,71241.59,71251.03,70847.7,,,,,,,,,
2026-03-25 16:00:00+00:00,,0.0,,0,missing,71251.03,70847.7,70814.35,71389.33,,,,,,,,,
2026-03-25 17:00:00+00:00,,1.0,,0,missing,70814.35,71389.33,71298.85,70770.47,,,,,,,,,
2026-03-25 18:00:00+00:00,,0.0,,0,missing,71298.85,70770.47,70820.0,70758.48,,,,,,,,,
2026-03-25 19:00:00+00:00,,0.0,,0,missing,70820.0,70758.48,70810.92,70871.53,,,,,,,,,
2026-03-25 20:00:00+00:00,FAILED,,0.0,1,failed,70810.92,70871.53,70850.75,71005.12,{},,,,market-hours-hourly,hourly_train_7am_7pm_et_predict_8am_8pm_et,,,
2026-03-25 21:00:00+00:00,,1.0,,0,missing,70850.75,71005.12,71021.95,71028.09,,,,,,,,,
2026-03-25 22:00:00+00:00,,1.0,,0,missing,71021.95,71028.09,71074.29,71386.09,,,,,,,,,
2026-03-25 23:00:00+00:00,0,1.0,0.0,0,validated,71074.29,71386.09,71397.61,71334.09,"{""lstm"": {""accuracy"": 0.5625, ""cv_accuracy"": 0.5225334957369062, ""cv_f1"": 0.5868442685637127, ""f1"": 0.5333333333333333, ""family"": ""lstm"", ""is_current_best"": false, ""name"": ""LSTM"", ""predicted_label"": 1, ""predicted_signal"": ""UP"", ""probability_up"": 0.7857862710952759, ""registered_model_name"": ""btc-usdt-directional-classifier-market-hours-lstm"", ""registry_version"": ""1"", ""source"": ""champion""}, ""mlp_sklearn"": {""accuracy"": 0.4791666666666667, ""cv_accuracy"": 0.49622411693057256, ""cv_f1"": 0.5096733447988006, ""f1"": 0.46808510638297873, ""family"": ""mlp_sklearn"", ""is_current_best"": false, ""name"": ""MLPClassifier"", ""predicted_label"": 0, ""predicted_signal"": ""DOWN"", ""probability_up"": 0.0001623882562853396, ""registered_model_name"": ""btc-usdt-directional-classifier-market-hours-mlp_sklearn"", ""registry_version"": ""1"", ""source"": ""champion""}, ""nn"": {""accuracy"": 0.5833333333333334, ""cv_accuracy"": 0.5135200974421437, ""cv_f1"": 0.5618032049296382, ""f1"": 0.5, ""family"": ""nn"", ""is_current_best"": false, ""name"": ""NN"", ""predicted_label"": 0, ""predicted_signal"": ""DOWN"", ""probability_up"": 0.009836564771831036, ""registered_model_name"": ""btc-usdt-directional-classifier-market-hours-nn"", ""registry_version"": ""1"", ""source"": ""champion""}, ""rf"": {""accuracy"": 0.5833333333333334, ""cv_accuracy"": 0.5098660170523751, ""cv_f1"": 0.6050269565012532, ""f1"": 0.5652173913043478, ""family"": ""rf"", ""is_current_best"": false, ""name"": ""RandomForest"", ""predicted_label"": 0, ""predicted_signal"": ""DOWN"", ""probability_up"": 0.48033422231674194, ""registered_model_name"": ""btc-usdt-directional-classifier-market-hours-rf"", ""registry_version"": ""1"", ""source"": ""champion""}, ""transformer"": {""accuracy"": 0.5833333333333334, ""cv_accuracy"": 0.5239951278928137, ""cv_f1"": 0.5811760942121167, ""f1"": 0.6551724137931034, ""family"": ""transformer"", ""is_current_best"": true, ""name"": ""Transformer"", ""predicted_label"": 0, ""predicted_signal"": ""DOWN"", ""probability_up"": 0.3057669401168823, ""registered_model_name"": ""btc-usdt-directional-classifier-market-hours-transformer"", ""registry_version"": ""1"", ""source"": ""champion""}, ""xgb"": {""accuracy"": 0.5, ""cv_accuracy"": 0.520584652862363, ""cv_f1"": 0.5771339746515114, ""f1"": 0.5, ""family"": ""xgb"", ""is_current_best"": false, ""name"": ""XGBoost"", ""predicted_label"": 0, ""predicted_signal"": ""DOWN"", ""probability_up"": 0.44077107310295105, ""registered_model_name"": ""btc-usdt-directional-classifier-market-hours-xgb"", ""registry_version"": ""1"", ""source"": ""champion""}}",Transformer,transformer,1.0,market-hours-hourly,hourly_train_7am_7pm_et_predict_8am_8pm_et,,,
